Country Name,Country Code,Series Name,Series Code,2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Israel,ISR,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,14.0102302253715,14.747121073892,15.0061031181318,15.3465795145984,14.8133433308743,13.9827668667323,14.0256434026937,13.5692913477677,13.744488961642,12.9615851194481,12.4800929927257,12.8932303458212,12.038187290739,11.4416975702243,11.638882020347,11.5821900181235,12.191982675666,11.7585344138753,12.1935490053439,11.728639444159
Brazil,BRA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,15.0995301563872,14.7382811395678,14.108945872191,14.1542648072939,13.9551768982477,13.059462149411,12.7218596106307,11.783797669281,10.6759423067884,10.4796122903932,10.3370973961119,10.5209374563041,10.7864511151848,10.7214980097615,10.5284573774955,10.3325005326579,10.692931568083,11.9043730116912,13.0740816278135,13.2531636221996
France,FRA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,12.5672208197628,12.1452500973725,11.6390346197616,11.579923857885,11.067976542911,10.5216742580302,10.2775341468866,10.3132840454103,10.2470795796382,10.2533499274342,10.1814983481472,10.3199116417468,10.1652320223789,10.0100515756887,9.88620521645328,9.91095000638926,9.24566710385932,9.09582515832787,9.3013624882498,9.7687049703675
Italy,ITA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,15.8737994184263,15.5229654911425,15.572836404605,15.9581664960139,15.4805310981416,13.6576018738131,14.1630798629891,14.1319079197052,13.7582342074538,13.7593478951288,13.8362218969996,14.2623447666015,14.6638600182643,14.8167748451842,14.9480712750382,14.8032822287955,14.477256120151,15.365300568128,15.3822538780623,15.4757601471146
Spain,ESP,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,14.0176429756563,13.5021042492259,13.0718544522456,12.6067592787653,12.3951846045421,11.3278781722104,11.114195396163,11.2014709597732,10.8118621882614,10.8662587310316,10.9975561841823,11.0137685905408,10.9527706513192,11.1145583338461,10.7886322916564,10.6967320991298,10.853212942808,11.2560847091885,11.0279875249207,10.9510128785567
Peru,PER,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,16.3726500976155,16.5516113723285,16.4721932263299,16.5180344893382,16.2965420065264,15.2930541321031,15.5564992898,15.0914598699078,15.164396582771,14.831406515612,13.9596976357841,13.7880201715375,13.3440281131691,12.9708469176106,13.1690240955292,12.8493511674786,12.2526157277512,12.0658422532196,12.3945381294598,12.6192784609889
Colombia,COL,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,14.4134103625529,15.9910403067837,15.9786060942757,16.1542662179759,15.3737037145843,14.7800723322979,13.9670256956953,13.217602576964,13.0892848837297,12.6623563037307,12.2693186420816,12.4008937581087,12.297778837716,11.4095935667718,11.1518529729467,10.926657535177,10.7275023510948,11.1991608490115,11.1476678003017,10.8689972370914
South Africa,ZAF,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,17.9898145212371,17.3705797296878,15.5955245517406,15.4419248277389,15.6086910770333,14.5078043632622,13.8595736133129,12.861770015896,12.4825918463265,12.3667757766351,12.4807113856549,12.5179444713924,12.4836443520042,12.5127045016941,12.4570332833175,12.4008912661528,11.725046778088,12.0775538850278,12.4454055010392,12.9800055529093
Kenya,KEN,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,10.0007925739742,10.5360857511169,12.6893553901337,12.7904398588978,12.0957706183263,11.4929531371255,11.160375024669,12.0477672867887,11.0833402731294,10.9090166252394,10.0650334327975,9.97517981812866,9.32149110147083,8.7391417305051,8.40838529183248,7.90461593672111,7.59983835849882,7.36330136314107,7.74068726212304,7.48743648398488
China,CHN,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,31.5101594673259,31.6564574964127,31.9945213596647,31.9005932714931,31.6169791482305,31.0611528606438,31.0748956423241,31.5623565182378,31.0143036500115,30.1275021518721,29.8300397890826,28.3889960582852,27.5237594259275,27.5998559245177,27.34341880328,26.2594662949297,25.7441402732098,26.9701216685139,26.4237655920515,25.4991668287269
